activity_date,customerid,transaction_method,transaction_type, transaction_amount
4/1/2024,779,BRANCH,BUNGA,  2 
4/1/2024,4062,BRANCH,BUNGA,"  8,109 "
4/1/2024,7027,BRANCH,BUNGA,  591 
4/1/2024,3025,BRANCH,BUNGA,  3 
4/1/2024,1795,BRANCH,BIAYA,"  1,000 "
4/1/2024,600,BRANCH,TRANSFER,"  7,258,042 "
4/1/2024,2271,BRANCH,TRANSFER,"  5,552,780 "
4/1/2024,1041,BRANCH,BUNGA,"  1,126 "
4/1/2024,268,BRANCH,BIAYA,"  1,000 "
4/1/2024,8779,BRANCH,SETOR TUNAI,"  1,000 "
4/1/2024,8779,BRANCH,PAYMENT,"  54,678,650 "
4/1/2024,2306,BRANCH,BUNGA,  1 
4/1/2024,5203,BRANCH,TRANSFER,"  10,883,981 "
4/1/2024,5725,BRANCH,BUNGA,"  17,812 "
4/1/2024,5725,BRANCH,TRANSFER,"  9,406,402 "
4/1/2024,775,BRANCH,TRANSFER,"  10,499,948 "
4/1/2024,1104,BRANCH,BIAYA,"  1,500 "
4/1/2024,1547,BRANCH,TRANSFER,"  500,000 "
4/17/2024,5203,DEBIT CARD,PAYMENT,"  169,000 "
4/17/2024,5203,DEBIT CARD,PAYMENT,"  999,000 "
4/18/2024,3025,DEBIT CARD,PAYMENT,"  336,700 "
4/17/2024,2237,DEBIT CARD,PAYMENT,  297 
4/17/2024,2237,DEBIT CARD,PAYMENT,  120 
4/17/2024,2237,DEBIT CARD,PAYMENT,  8 
4/17/2024,2237,DEBIT CARD,PAYMENT,  22 
4/17/2024,2237,DEBIT CARD,PAYMENT,  28 
4/17/2024,2237,DEBIT CARD,PAYMENT,  3 
4/17/2024,2237,DEBIT CARD,PAYMENT,  6 
4/17/2024,2237,DEBIT CARD,PAYMENT,  54 
4/14/2024,5225,DEBIT CARD,PAYMENT,"  680,000 "
4/14/2024,5225,DEBIT CARD,PAYMENT,"  46,200 "
4/14/2024,5225,DEBIT CARD,PAYMENT,"  65,000 "
4/15/2024,5225,DEBIT CARD,PAYMENT,"  66,990 "
4/14/2024,3694,DEBIT CARD,PAYMENT,  3 
4/15/2024,7669,DEBIT CARD,PAYMENT,"  100,304 "
4/14/2024,2022,DEBIT CARD,PAYMENT,  39 
4/14/2024,2022,DEBIT CARD,PAYMENT,  69 
4/14/2024,2022,DEBIT CARD,PAYMENT,  102 
4/13/2024,2237,MOBILE BANKING,TRANSFER,"  700,000 "
4/13/2024,8304,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/13/2024,6326,MOBILE BANKING,TRANSFER,"  1,400,000 "
4/13/2024,6326,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,5232,MOBILE BANKING,TRANSFER,"  5,000 "
4/13/2024,8644,MOBILE BANKING,TRANSFER,"  300,000 "
4/13/2024,5232,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,4062,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,8304,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,4266,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/13/2024,3183,MOBILE BANKING,TRANSFER,"  10,000,000 "
4/13/2024,9410,MOBILE BANKING,TRANSFER,"  1,198,000 "
4/13/2024,7669,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/13/2024,7669,MOBILE BANKING,TRANSFER,"  1,090,000 "
4/13/2024,7669,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/13/2024,1041,MOBILE BANKING,TRANSFER,"  10,000,000 "
4/13/2024,4288,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/13/2024,7969,MOBILE BANKING,TRANSFER,"  300,000 "
4/13/2024,4062,MOBILE BANKING,TRANSFER,"  200,000 "
4/13/2024,4062,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,4062,MOBILE BANKING,TRANSFER,"  300,000 "
4/13/2024,3569,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,5225,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/13/2024,5463,MOBILE BANKING,TRANSFER,"  215,000 "
4/13/2024,5203,MOBILE BANKING,TRANSFER,"  225,000 "
4/13/2024,7170,MOBILE BANKING,TRANSFER,"  50,000,000 "
4/13/2024,2846,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/13/2024,2168,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,6513,MOBILE BANKING,TRANSFER,"  350,000 "
4/13/2024,6513,MOBILE BANKING,TRANSFER,"  450,000 "
4/13/2024,2306,MOBILE BANKING,TRANSFER,"  50,000 "
4/13/2024,2022,MOBILE BANKING,TRANSFER,"  250,000 "
4/13/2024,9410,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/13/2024,1795,MOBILE BANKING,TRANSFER,"  700,000 "
4/13/2024,1047,MOBILE BANKING,TRANSFER,"  500,000 "
4/13/2024,1047,MOBILE BANKING,TRANSFER,"  100,000 "
4/13/2024,3025,MOBILE BANKING,TRANSFER,"  153,010 "
4/13/2024,3025,MOBILE BANKING,TRANSFER,"  250,000 "
4/13/2024,600,MOBILE BANKING,TRANSFER,"  250,000 "
4/13/2024,4426,MOBILE BANKING,TRANSFER,"  1,074,000 "
4/13/2024,5225,MOBILE BANKING,TRANSFER,"  350,000 "
4/13/2024,4266,MOBILE BANKING,TRANSFER,"  22,000 "
4/26/2024,1223,MOBILE BANKING,TRANSFER,"  500,000 "
4/26/2024,9716,MOBILE BANKING,TRANSFER,"  1,200,000 "
4/26/2024,9716,MOBILE BANKING,TRANSFER,"  50,000 "
4/26/2024,9410,MOBILE BANKING,TRANSFER,"  6,396,000 "
4/26/2024,2237,MOBILE BANKING,TRANSFER,"  4,000,000 "
4/26/2024,4288,MOBILE BANKING,TRANSFER,"  20,000 "
4/26/2024,4288,MOBILE BANKING,TRANSFER,"  1,800,000 "
4/26/2024,4288,MOBILE BANKING,TRANSFER,"  50,000,000 "
4/26/2024,4288,MOBILE BANKING,TRANSFER,"  96,728 "
4/26/2024,837,MOBILE BANKING,TRANSFER,"  400,000 "
4/26/2024,76,MOBILE BANKING,TRANSFER,"  1,450,000 "
4/26/2024,2168,MOBILE BANKING,TRANSFER,"  300,000 "
4/26/2024,1047,MOBILE BANKING,TRANSFER,"  3,427,397 "
4/26/2024,1047,MOBILE BANKING,TRANSFER,"  8,770,000 "
4/26/2024,6133,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/26/2024,6133,MOBILE BANKING,TRANSFER,"  1,045,000 "
4/26/2024,6133,MOBILE BANKING,TRANSFER,"  11,110,000 "
4/26/2024,480,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/26/2024,480,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/26/2024,6911,MOBILE BANKING,TRANSFER,"  155,000 "
4/26/2024,6326,MOBILE BANKING,TRANSFER,"  500,000 "
4/26/2024,6326,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/26/2024,8304,MOBILE BANKING,TRANSFER,"  60,000 "
4/26/2024,5232,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/26/2024,5232,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/26/2024,5232,MOBILE BANKING,TRANSFER,"  5,000,000 "
4/26/2024,600,MOBILE BANKING,TRANSFER,"  150,000 "
4/26/2024,600,MOBILE BANKING,TRANSFER,"  203,000 "
4/26/2024,600,MOBILE BANKING,TRANSFER,"  4,520,000 "
4/26/2024,600,MOBILE BANKING,TRANSFER,"  1,756,500 "
4/26/2024,4206,MOBILE BANKING,TRANSFER,"  800,000 "
4/26/2024,1784,MOBILE BANKING,TRANSFER,"  7,000,000 "
4/26/2024,3974,MOBILE BANKING,TRANSFER,"  10,000 "
4/26/2024,268,MOBILE BANKING,TRANSFER,"  2,200,000 "
4/26/2024,268,MOBILE BANKING,TRANSFER,"  300,000 "
4/26/2024,4926,MOBILE BANKING,TRANSFER,"  13,118,000 "
4/26/2024,4926,MOBILE BANKING,TRANSFER,"  8,930,000 "
4/26/2024,4926,MOBILE BANKING,TRANSFER,"  100,000 "
4/26/2024,4926,MOBILE BANKING,TRANSFER,"  709,000 "
4/26/2024,4926,MOBILE BANKING,TRANSFER,"  599,000 "
4/26/2024,779,MOBILE BANKING,TRANSFER,"  50,000 "
4/26/2024,779,MOBILE BANKING,TRANSFER,"  100,000 "
4/26/2024,9216,MOBILE BANKING,TRANSFER,"  10,000,000 "
4/26/2024,246,MOBILE BANKING,TRANSFER,"  41,000 "
4/26/2024,5312,MOBILE BANKING,TRANSFER,"  250,000 "
4/26/2024,2960,MOBILE BANKING,TRANSFER,"  300,000 "
4/26/2024,268,MOBILE BANKING,TRANSFER,"  200,000 "
4/26/2024,3985,MOBILE BANKING,TRANSFER,"  5,000,000 "
4/26/2024,3025,MOBILE BANKING,TRANSFER,"  31,000 "
4/26/2024,9410,MOBILE BANKING,TRANSFER,"  90,000 "
4/26/2024,1892,INTERNET BANKING,TRANSFER,"  2,000,000 "
4/26/2024,1104,MOBILE BANKING,TRANSFER,"  7,000,000 "
4/26/2024,5203,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/26/2024,2497,MOBILE BANKING,TRANSFER,"  500,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  2,900,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,300,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,000,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,100,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,500,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  1,700,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,200,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  3,700,000 "
4/26/2024,5952,MOBILE BANKING,TRANSFER,"  5,741,000 "
4/26/2024,377,MOBILE BANKING,TRANSFER,"  750,000 "
4/26/2024,6604,MOBILE BANKING,TRANSFER,"  7,000,000 "
4/26/2024,6604,MOBILE BANKING,TRANSFER,"  1,500,000 "
4/26/2024,3694,MOBILE BANKING,TRANSFER,"  220,000 "
4/26/2024,3349,MOBILE BANKING,TRANSFER,"  2,000,000 "
4/26/2024,3349,MOBILE BANKING,TRANSFER,"  1,000,000 "
4/26/2024,3349,MOBILE BANKING,TRANSFER,"  561,150 "
4/6/2024,6326,MOBILE BANKING,PAYMENT,"  301,000 "
4/6/2024,6326,MOBILE BANKING,PAYMENT,"  101,000 "
4/6/2024,1104,MOBILE BANKING,PAYMENT,"  1,626,011 "
4/6/2024,5027,MOBILE BANKING,PAYMENT,"  104,000 "
4/6/2024,5725,MOBILE BANKING,PAYMENT,"  42,000 "
4/6/2024,4288,MOBILE BANKING,PAYMENT,"  102,000 "
4/6/2024,4288,MOBILE BANKING,PAYMENT,"  93,000 "
4/6/2024,188,MOBILE BANKING,PAYMENT,"  302,000 "
4/6/2024,359,MOBILE BANKING,PAYMENT,"  5,965,215 "
4/6/2024,6386,MOBILE BANKING,PAYMENT,"  501,000 "
4/6/2024,3010,MOBILE BANKING,PAYMENT,"  45,000 "
4/6/2024,3569,MOBILE BANKING,PAYMENT,"  33,000 "
4/6/2024,4799,MOBILE BANKING,PAYMENT,"  801,000 "
4/5/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  13,320,000 "
4/5/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  27,500 "
4/5/2024,5232,CREDIT CARD,RETAIL TRANSACTION,"  2,775,000 "
4/5/2024,305,CREDIT CARD,RETAIL TRANSACTION,"  273,000 "
4/6/2024,480,CREDIT CARD,INSTALMENT,"  886,933 "
4/5/2024,3010,CREDIT CARD,RETAIL TRANSACTION,"  404,140 "
4/5/2024,1892,CREDIT CARD,RETAIL TRANSACTION,  118 
4/5/2024,3349,CREDIT CARD,RETAIL TRANSACTION,"  764,500 "
4/5/2024,3569,CREDIT CARD,RETAIL TRANSACTION,  100 
4/5/2024,2271,CREDIT CARD,RETAIL TRANSACTION,"  530,750 "
4/5/2024,7163,CREDIT CARD,RETAIL TRANSACTION,"  5,049,400 "
4/5/2024,7163,CREDIT CARD,RETAIL TRANSACTION,"  2,380,000 "
4/5/2024,3172,CREDIT CARD,RETAIL TRANSACTION,"  615,620 "
4/5/2024,4799,CREDIT CARD,RETAIL TRANSACTION,"  368,572 "
4/5/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  51,000 "
4/5/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  102,000 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  904,000 "
4/5/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  210,000 "
4/5/2024,4900,CREDIT CARD,RETAIL TRANSACTION,"  2,520,000 "
4/5/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  206,938 "
4/5/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  615,615 "
4/5/2024,2146,CREDIT CARD,RETAIL TRANSACTION,"  27,000 "
4/4/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  646,400 "
4/5/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  395,000 "
4/5/2024,844,CREDIT CARD,RETAIL TRANSACTION,"  1,026,000 "
4/4/2024,7050,CREDIT CARD,RETAIL TRANSACTION,"  170,000 "
4/5/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  49,000 "
4/5/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  27,800 "
4/5/2024,377,CREDIT CARD,RETAIL TRANSACTION,"  429,000 "
4/4/2024,4857,CREDIT CARD,RETAIL TRANSACTION,"  459,350 "
4/5/2024,4857,CREDIT CARD,RETAIL TRANSACTION,"  118,900 "
4/6/2024,5312,CREDIT CARD,INSTALMENT,"  215,269 "
4/24/2024,6604,CREDIT CARD,INSTALMENT,"  715,397 "
4/22/2024,2271,CREDIT CARD,RETAIL TRANSACTION,  41 
4/24/2024,8779,CREDIT CARD,INSTALMENT,"  309,696 "
4/23/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  823,948 "
4/22/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  144,000 "
4/22/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  115,250 "
4/23/2024,1547,CREDIT CARD,OTHERS,"- 191,000 "
4/23/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  273,700 "
4/23/2024,1547,CREDIT CARD,RETAIL TRANSACTION,"  322,884 "
4/23/2024,2271,CREDIT CARD,RETAIL TRANSACTION,"  256,000 "
4/23/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  1,818,303 "
4/24/2024,4926,CREDIT CARD,RETAIL TRANSACTION,"  4,362,791 "
4/23/2024,1396,CREDIT CARD,OTHERS,"- 3,022,300 "
4/23/2024,480,CREDIT CARD,RETAIL TRANSACTION,"  35,000 "
4/24/2024,480,CREDIT CARD,INSTALMENT,"  1,199,053 "
4/24/2024,2146,CREDIT CARD,INSTALMENT,"  371,323 "
4/24/2024,2146,CREDIT CARD,INSTALMENT,"  164,666 "
4/23/2024,9227,CREDIT CARD,RETAIL TRANSACTION,"  65,490 "
4/23/2024,326,CREDIT CARD,RETAIL TRANSACTION,"  150,050 "
4/22/2024,3183,CREDIT CARD,RETAIL TRANSACTION,"  10,000 "
4/23/2024,3183,CREDIT CARD,RETAIL TRANSACTION,"  1,798,200 "
4/23/2024,3183,CREDIT CARD,RETAIL TRANSACTION,"  670,890 "
4/24/2024,305,CREDIT CARD,OTHERS,"  4,959,000 "
4/24/2024,305,CREDIT CARD,OTHERS,"- 4,959,000 "
4/22/2024,7163,CREDIT CARD,RETAIL TRANSACTION,"  50,000 "
4/23/2024,7163,CREDIT CARD,RETAIL TRANSACTION,"  18,000 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  286,800 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  5,003,500 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  88,120 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  291,640 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  278,840 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  84,920 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  224,440 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  56,000 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  215,000 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  66,000 "
4/23/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  47,400 "
4/22/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  55,194 "
4/22/2024,2960,CREDIT CARD,RETAIL TRANSACTION,"  1,665,382 "
4/22/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  860,936 "
4/24/2024,65,CREDIT CARD,INSTALMENT,"  127,935 "
4/23/2024,3161,CREDIT CARD,RETAIL TRANSACTION,"  677,732 "
4/23/2024,9410,CREDIT CARD,RETAIL TRANSACTION,"  500,000 "
4/24/2024,4857,CREDIT CARD,INSTALMENT,"  566,216 "
4/22/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  17,000 "
4/23/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  13,000 "
4/22/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  59,999 "
4/23/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  21,000 "
4/22/2024,9716,CREDIT CARD,RETAIL TRANSACTION,"  22,500 "
4/22/2024,9716,CREDIT CARD,RETAIL TRANSACTION,"  13,000 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  2,631,250 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  2,764,500 "
4/23/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  117,000 "
4/23/2024,3025,CREDIT CARD,RETAIL TRANSACTION,"  300,000 "
4/23/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  186,000 "
4/22/2024,6513,CREDIT CARD,RETAIL TRANSACTION,"  626,250 "
4/22/2024,6513,CREDIT CARD,RETAIL TRANSACTION,"  623,750 "
4/23/2024,3694,CREDIT CARD,RETAIL TRANSACTION,"  165,000 "
4/23/2024,8097,CREDIT CARD,RETAIL TRANSACTION,"  421,044 "
4/23/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  540,540 "
4/23/2024,844,CREDIT CARD,RETAIL TRANSACTION,"  400,000 "
4/22/2024,7969,CREDIT CARD,RETAIL TRANSACTION,"  956,480 "
4/22/2024,8797,CREDIT CARD,RETAIL TRANSACTION,"  503,000 "
4/23/2024,7669,CREDIT CARD,RETAIL TRANSACTION,"  109,890 "
4/23/2024,7669,CREDIT CARD,RETAIL TRANSACTION,"  47,730 "
4/23/2024,8097,CREDIT CARD,RETAIL TRANSACTION,"  25,000 "
4/24/2024,305,CREDIT CARD,INSTALMENT,"  227,078 "
4/24/2024,305,CREDIT CARD,INSTALMENT,"  454,156 "
4/23/2024,4900,CREDIT CARD,RETAIL TRANSACTION,"  203,088 "
4/23/2024,4900,CREDIT CARD,RETAIL TRANSACTION,"  2,507,300 "
4/23/2024,8779,CREDIT CARD,RETAIL TRANSACTION,"  215,100 "
4/23/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  529,695 "
4/23/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  1,301,722 "
4/23/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  319,937 "
4/23/2024,6911,CREDIT CARD,RETAIL TRANSACTION,"  106,899 "
4/23/2024,6911,CREDIT CARD,RETAIL TRANSACTION,"  1,037,852 "
4/23/2024,2464,CREDIT CARD,RETAIL TRANSACTION,"  264,180 "
4/23/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  414,950 "
4/23/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  226,600 "
4/23/2024,3349,CREDIT CARD,RETAIL TRANSACTION,  5 
4/23/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  51,700 "
4/23/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  3,310,000 "
4/23/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  384,300 "
4/23/2024,4426,CREDIT CARD,RETAIL TRANSACTION,"  1,784,750 "
4/23/2024,1104,CREDIT CARD,RETAIL TRANSACTION,"  180,497 "
4/23/2024,3985,CREDIT CARD,RETAIL TRANSACTION,"  103,500 "
4/23/2024,3985,CREDIT CARD,RETAIL TRANSACTION,"  108,000 "
4/22/2024,2464,CREDIT CARD,RETAIL TRANSACTION,"  512,100 "
4/23/2024,1892,CREDIT CARD,RETAIL TRANSACTION,"  300,000 "
4/22/2024,8304,CREDIT CARD,RETAIL TRANSACTION,"  51,600 "
4/22/2024,8304,CREDIT CARD,RETAIL TRANSACTION,"  588,000 "
4/24/2024,7023,CREDIT CARD,INSTALMENT,"  2,083,250 "
4/22/2024,3985,CREDIT CARD,RETAIL TRANSACTION,"  49,800 "
4/23/2024,6217,CREDIT CARD,RETAIL TRANSACTION,"  447,775 "
4/23/2024,7050,CREDIT CARD,RETAIL TRANSACTION,"  149,000 "
4/23/2024,9216,CREDIT CARD,RETAIL TRANSACTION,"  120,000 "
4/24/2024,305,CREDIT CARD,INSTALMENT,"  826,500 "
4/3/2024,76,CREDIT CARD,RETAIL TRANSACTION,"  134,700 "
4/4/2024,7669,CREDIT CARD,INSTALMENT,"  713,934 "
4/3/2024,2022,CREDIT CARD,OTHERS,"- 748,918 "
4/2/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  360,550 "
4/2/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  144,250 "
4/3/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  748,918 "
4/3/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  812,000 "
4/4/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  116,550 "
4/4/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  60,942 "
4/3/2024,4288,CREDIT CARD,RETAIL TRANSACTION,"  197,000 "
4/2/2024,4288,CREDIT CARD,RETAIL TRANSACTION,"  462,000 "
4/3/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  72,500 "
4/3/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  57,039 "
4/3/2024,2846,CREDIT CARD,RETAIL TRANSACTION,"  513,869 "
4/3/2024,2846,CREDIT CARD,OTHERS,"- 111,800 "
4/3/2024,2846,CREDIT CARD,OTHERS,"- 2,219,750 "
4/3/2024,280,CREDIT CARD,RETAIL TRANSACTION,"  1,204,960 "
4/3/2024,359,CREDIT CARD,RETAIL TRANSACTION,"  1,000,000 "
4/2/2024,359,CREDIT CARD,RETAIL TRANSACTION,"  86,490 "
4/3/2024,359,CREDIT CARD,RETAIL TRANSACTION,"  166,560 "
4/3/2024,2497,CREDIT CARD,RETAIL TRANSACTION,"  711,480 "
4/2/2024,3985,CREDIT CARD,RETAIL TRANSACTION,"  41,400 "
4/2/2024,3985,CREDIT CARD,RETAIL TRANSACTION,"  55,800 "
4/3/2024,6217,CREDIT CARD,RETAIL TRANSACTION,"  404,000 "
4/3/2024,6217,CREDIT CARD,RETAIL TRANSACTION,"  173,100 "
4/3/2024,6217,CREDIT CARD,RETAIL TRANSACTION,"  1,990,000 "
4/2/2024,7550,CREDIT CARD,RETAIL TRANSACTION,"  141,200 "
4/3/2024,7550,CREDIT CARD,RETAIL TRANSACTION,  22 
4/3/2024,7550,CREDIT CARD,RETAIL TRANSACTION,  15 
4/3/2024,7550,CREDIT CARD,RETAIL TRANSACTION,  18 
4/3/2024,5312,CREDIT CARD,RETAIL TRANSACTION,"  200,000 "
4/3/2024,7743,CREDIT CARD,RETAIL TRANSACTION,"  2,277,400 "
4/3/2024,779,CREDIT CARD,RETAIL TRANSACTION,"  279,871 "
4/3/2024,2022,CREDIT CARD,RETAIL TRANSACTION,"  308,526 "
4/3/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  720,390 "
4/3/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  120,990 "
4/3/2024,4062,CREDIT CARD,RETAIL TRANSACTION,"  741,175 "
4/3/2024,4062,CREDIT CARD,RETAIL TRANSACTION,"  180,000 "
4/2/2024,4062,CREDIT CARD,RETAIL TRANSACTION,"  753,253 "
4/4/2024,2237,CREDIT CARD,OTHERS,"  878,050 "
4/4/2024,2237,CREDIT CARD,OTHERS,"- 878,050 "
4/4/2024,6386,CREDIT CARD,OTHERS,"- 75,000 "
4/4/2024,2759,CREDIT CARD,OTHERS,"- 75,000 "
4/4/2024,7550,CREDIT CARD,INSTALMENT,"  540,462 "
4/4/2024,7550,CREDIT CARD,INSTALMENT,"  294,089 "
4/3/2024,600,CREDIT CARD,RETAIL TRANSACTION,"  460,000 "
4/3/2024,7772,CREDIT CARD,RETAIL TRANSACTION,"  1,196,000 "
4/4/2024,5463,CREDIT CARD,OTHERS,"- 75,000 "
4/2/2024,5463,CREDIT CARD,RETAIL TRANSACTION,"  53,000 "
4/2/2024,5463,CREDIT CARD,RETAIL TRANSACTION,"  38,700 "
4/3/2024,5463,CREDIT CARD,RETAIL TRANSACTION,"  71,000 "
4/3/2024,4277,CREDIT CARD,RETAIL TRANSACTION,  53 
4/2/2024,4277,CREDIT CARD,RETAIL TRANSACTION,  26 
4/2/2024,4277,CREDIT CARD,RETAIL TRANSACTION,  40 
4/2/2024,4277,CREDIT CARD,RETAIL TRANSACTION,  24 
4/3/2024,4277,CREDIT CARD,RETAIL TRANSACTION,  84 
4/3/2024,4277,CREDIT CARD,OTHERS,"- 403,400 "
4/3/2024,1047,CREDIT CARD,RETAIL TRANSACTION,"  100,000 "
4/3/2024,2237,CREDIT CARD,RETAIL TRANSACTION,"  14,581,500 "
4/3/2024,1310,CREDIT CARD,RETAIL TRANSACTION,"  315,400 "
4/2/2024,1104,CREDIT CARD,RETAIL TRANSACTION,"  254,940 "
4/3/2024,1223,CREDIT CARD,RETAIL TRANSACTION,"  400,000 "
4/3/2024,1223,CREDIT CARD,RETAIL TRANSACTION,"  238,400 "
4/2/2024,7050,CREDIT CARD,RETAIL TRANSACTION,"  99,000 "
4/3/2024,7170,CREDIT CARD,RETAIL TRANSACTION,"  119,000 "
4/2/2024,3105,CREDIT CARD,RETAIL TRANSACTION,"  158,000 "
3/28/2013,2960,BANCA,NON DIGITAL,"  50,000,000 "
5/27/2020,2146,BANCA,NON DIGITAL,"  25,000,000 "
12/14/2023,3694,BANCA,NON DIGITAL,"  10,000 "
8/26/2022,7743,BANCA,NON DIGITAL,"  20,000 "
10/19/2023,4426,BANCA,NON DIGITAL,"  10,000 "
6/27/2023,7903,BANCA,NON DIGITAL,"  10,000 "
4/14/2022,779,BANCA,NON DIGITAL,"  10,000 "
11/30/2022,1047,BANCA,NON DIGITAL,"  20,000 "
6/21/2023,359,BANCA,NON DIGITAL,"  10,000 "
6/20/2022,3349,BANCA,NON DIGITAL,"  20,000 "
4/28/2022,4288,BANCA,NON DIGITAL,"  100,000 "
9/30/2022,3183,BANCA,NON DIGITAL,"  100,000 "
9/7/2022,7550,BANCA,NON DIGITAL,"  25,000 "
7/29/2022,6386,BANCA,NON DIGITAL,"  10,000 "
1/30/2024,3010,BANCA,NON DIGITAL,"  20,000 "
4/24/2024,1223,ATM,TRANSFER,"  650,000 "
4/24/2024,1547,ATM,WITHDRAWAL,"  300,000 "
4/24/2024,280,ATM,WITHDRAWAL,"  300,000 "
4/24/2024,1310,ATM,BIAYA,"  6,500 "
4/24/2024,2022,ATM,WITHDRAWAL,"  700,000 "
4/24/2024,779,ATM,WITHDRAWAL,"  300,000 "
4/24/2024,7027,ATM,WITHDRAWAL,"  300,000 "
